NodeB_ID,Cell_Id,VS.MeanRTWP(dBm),DCH User Num,HSDPA User Num,HSDPA User Throughput (kbit/s),FACH User Num,HSUPA User Num,HSUPA User Throughput (kbit/s),PD85,FR_DROP_DL,FR_DROP_UL
10000,10011,-103.0603,6.2444,3.0438,1614.9043,2.5637,4.4976,65.2469,5744.86,3874,1019
20000,20022,-101.2766,24.0674,13.6762,736.8089,9.9624,18.8295,45.4413,9142.02,467,643
30000,30021,-100.9961,24.5416,14.2786,1195.8381,11.9179,16.2194,57.0315,540.94,22754,562
40000,40032,-105.6323,5.9115,2.959,2051.4645,2.1954,3.9954,76.7928,363.93,264,117
50000,50031,-100.562,25.0407,13.9404,1700.201,7.7693,16.3853,63.6864,152.01,1266,303
10000,10012,-96.6204,46.3535,29.5039,178.0554,20.0992,34.8757,51.0446,5750.2,3874,1019
60000,60032,-100.39,7.1524,5.9182,1359.1423,4.7054,6.4538,83.2964,472.08,3486039,1213
70000,70026,-103.195,6.1365,2.3042,1413.6525,1.2142,4.4538,65.1033,6101.87,191684,8
80000,80011,-98.8029,15.7603,9.9576,1681.7008,6.1695,11.5756,145.2892,234.65,126,3233
90000,90023,-99.2859,31.7875,16.4618,979.0188,11.1093,19.7344,51.7503,494.45,93,345
100000,100011,-96.8024,13.6196,6.0643,787.7848,4.6675,7.8693,54.1572,4946.53,4,11
110000,110032,-101.9083,19.4741,11.787,1346.3544,7.833,14.4769,54.8043,795.15,681,42
120000,120013,-102.1312,30.7276,20.4365,284.8127,12.743,25.0835,40.8147,11606.3,280871,4794
130000,130023,-104.5742,16.4039,11.7781,1880.5198,7.9371,12.5628,64.508,849.52,495,681
140000,140036,-99.438,32.3545,23.6671,936.506,21.9269,26.8117,54.2499,982.35,255,34
150000,150013,-93.0032,40.8794,24.0655,308.2438,13.3919,30.0405,42.9336,1083.86,469,8
160000,160012,-98.7186,10.5679,6.8559,2094.2009,5.3847,8.3463,71.2742,618.55,1232995,57928
170000,170026,-103.3531,15.6919,9.9838,973.3752,8.9517,12.2825,44.0437,2043.64,775,26
180000,180022,-104.4961,7.9211,3.0182,1551.0083,2.3486,4.675,60.4593,729.35,0,685
190000,190012,-100.3481,15.7852,6.587,674.8861,3.3554,10.6402,57.0878,2203.36,64,8
200000,200033,-98.2702,15.4765,8.6126,1403.3449,6.9352,10.7197,69.5471,1521.76,63,25
60000,60031,-106.2556,5.9822,5.3878,2126.4071,2.7487,5.5713,86.679,3222.92,3486039,1213
210000,210031,-100.5035,34.2087,23.3284,614.3198,19.0631,25.0487,56.9521,1967.02,20683,2741
100000,100022,-103.977,6.4852,3.4774,1117.0283,3.2503,4.2194,55.6968,567.69,4,11
220000,220034,-98.8708,38.3657,28.6636,665.4764,23.5724,24.0385,65.106,1615.57,9105840,1322
230000,230011,-101.5389,3.0481,1.0269,1211.7636,0.7115,1.6124,68.7521,362.75,2,1
240000,240012,-98.7142,24.9782,10.687,1006.0104,5.1609,14.64,59.1544,686.15,317,0
250000,250013,-98.199,30.3885,18.3779,412.8642,11.1471,21.9578,50.8824,5375.66,879686,0
70000,70011,-90.9212,53.1484,24.01,259.3512,21.2057,32.2038,38.3928,1313.62,191684,8
260000,260013,-93.0389,23.2164,13.5291,354.6529,5.6568,19.2871,53.7,20632,28535759,32612
270000,270021,-100.8597,19.6235,9.3507,714.2956,8.9157,11.6617,41.8012,833.1,67,602
280000,280013,-94.9029,16.1944,6.7912,1040.9636,2.7755,9.8913,63.3032,439.05,167552,305
290000,290013,-97.869,23.6139,9.8298,515.0424,8.5283,13.4548,52.1108,565.58,284,318
300000,300013,-97.5285,24.2622,10.6966,1101.575,5.5114,15.6012,61.3284,1229.97,1550,462
310000,310011,-93.6878,45.7824,27.1826,278.8306,14.0608,34.745,41.0132,1614.27,819823,863
320000,320023,-102.6775,10.4358,6.193,2334.7041,5.7455,8.6235,83.6749,6636.64,105690,37
330000,330012,-95.7488,54.5114,35.9539,153.3136,17.5721,42.4977,47.2229,11016.2,0,3
180000,180026,-105.0784,7.2358,3.2135,1199.6241,2.0103,5.5863,56.1123,847.42,0,685
340000,340011,-99.1336,7.4857,2.8748,1579.9645,2.1065,4.0247,78.5371,1008.81,52,1101
350000,350033,-99.9134,23.2413,13.4542,1448.2041,10.4752,18.0855,57.2653,1009.9,233,14
360000,360013,-99.8333,13.7579,5.6274,1246.3657,3.7592,6.8697,62.3861,601.64,0,706
370000,370022,-99.0508,23.0954,13.3652,716.9395,10.6801,15.1847,39.207,1019,50,547
380000,380013,-105.5241,10.3818,7.8924,776.3291,6.0954,8.8604,56.6235,5897.8,928,478
200000,200023,-101.0221,20.2282,9.24,974.793,6.823,12.9332,57.8084,1086.35,63,25
390000,390022,-102.4934,11.7545,7.0932,818.7275,6.5313,9.0879,48.3531,538.19,1238,457
400000,400013,-98.9807,16.6522,8.1316,986.991,4.8801,9.1181,63.1556,618.64,28,204
410000,410023,-100.1027,19.9468,12.7447,1861.3048,8.9987,14.3905,60.2521,563.64,1961,481
180000,180013,-98.1404,19.8113,7.3228,893.4526,7.7155,11.6465,59.1255,839.28,0,685
420000,420023,-105.3339,4.4834,2.7107,2153.1448,1.5194,3.1783,81.3365,371.14,6113,614
430000,430033,-101.3747,20.4165,12.4657,1170.5859,10.5331,16.0517,54.9847,813.12,687989,1660
440000,440022,-101.0481,13.5505,7.7802,1142.0341,7.6476,9.7623,54.9618,2313.25,2,193
370000,370031,-92.53,10.2827,5.6255,1241.4083,3.2406,6.6392,41.6713,1296.27,50,547
450000,450011,-94.7455,65.3653,45.8551,116.2242,30.2988,47.7924,45.7643,4413.88,9055,2286
460000,460021,-102.7968,22.2016,15.5248,358.8645,11,16.9402,51.9345,5465.03,22960526,27018
470000,470021,-100.8199,9.2591,4.2206,1026.2837,5.1248,5.8043,49.2785,360.49,645,19
90000,90021,-101.9807,7.2752,3.512,960.0711,2.2297,5.0604,52.782,2962.45,93,345
480000,480012,-98.926,15.8877,5.8961,991.6635,4.3388,9.6085,61.7097,1082.63,0,1031
490000,490013,-102.5035,5.0796,1.8733,1499.0401,1.2235,3.4515,69.0342,539.65,16472,355
140000,140022,-103.1285,19.9611,10.9973,1086.0649,9.3773,13.8567,71.1201,234.94,255,34
500000,500021,-103.7218,15.8468,9.1723,1494.9877,7.0104,7.6727,64.5873,1817.05,106,0
510000,510023,-102.6968,23.9704,14.7304,1120.5901,9.2454,12.4251,60.1922,1898.22,6077,3
520000,520013,-99.2372,16.7304,8.4455,638.9269,4.8765,10.9897,55.4541,1743.97,7632641,1226
530000,530033,-102.534,8.9798,5.3192,2024.9641,3.7868,6.8504,84.7654,181.84,421,0
540000,540021,-106.0799,6.5096,3.8415,1538.0535,3.7034,4.6781,67.1745,1848.4,220,594
360000,360021,-98.6899,48.7433,23.8047,444.2812,17.5081,30.2759,38.4377,910.47,0,706
550000,550012,-96.6171,7.755,3.2224,1591.0661,1.9628,4.9192,77.8435,331.14,6,140
560000,560011,-95.6152,42.4451,21.6287,222.7706,14.1651,26.6968,51.0251,5983.23,51584448,105
570000,570011,-100.7494,8.3474,3.9759,1208.3307,2.0099,5.8557,64.8992,1321.17,29146,116691
580000,580012,-97.8915,31.2698,13.1954,559.3971,8.3319,17.7159,53.4596,1803.88,94,42
590000,590011,-93.2101,26.0356,17.6552,785.5651,10.9356,17.9008,46.1179,963.92,150,392
600000,600031,-102.2022,10.0807,6.228,1954.0893,6.8241,7.547,81.159,580.75,8601,1
610000,610022,-101.3341,14.8909,8.7776,1394.7936,7.5587,10.0564,74.399,637.65,83,18
600000,600023,-100.9062,13.5474,7.4434,1530.158,3.7769,8.935,57.5064,692.84,8601,1
620000,620022,-96.9512,27.2278,17.5182,1385.3739,9.5032,20.1176,62.242,1455,301,26
630000,630021,-105.0678,4.9357,3.347,1743.5718,2.7532,3.7508,69.7983,600.09,106671,490
220000,220012,-99.559,33.1299,17.2057,382.5317,6.2005,13.9735,63.0756,7878.62,9105840,1322
240000,240031,-99.8243,26.5898,15.086,1492.8285,13.291,16.798,68.4422,854.9,317,0
640000,640011,-100.383,8.7584,6.3998,1256.7505,5.0441,7.394,72.1987,7669.69,349,0
650000,650022,-100.0104,34.403,20.7817,755.0642,18.9895,22.5214,50.8165,1214.85,407,0
660000,660021,-105.0607,11.6222,8.829,1318.2843,5.9937,9.6546,56.3138,3578.52,2325916,10784
670000,670026,-106.4388,3.255,1.881,650.2089,1.032,1.9282,45.1642,8269.65,417,179
310000,310023,-102.3177,18.6928,9.3828,1171.0014,4.9637,13.8445,61.6718,1455.05,819823,863
680000,680012,-99.2617,23.3167,7.3651,645.0895,3.3804,13.8413,57.2131,816.81,733611,8
70000,70012,-95.2545,26.3591,8.9409,688.3358,6.8496,15.0521,44.25,1057.49,191684,8
300000,300011,-97.1019,33.616,13.7953,813.7674,9.1343,18.8841,62.7431,550.54,1550,462
690000,690021,-100.1893,32.8343,16.704,1311.8019,9.2469,11.8108,66.095,656.15,3972,3358
700000,700032,-105.7429,6.1581,4.4221,1593.5467,3.5588,4.6877,63.4347,22044.3,21822,7
710000,710022,-102.334,29.2388,18.5893,252.1772,12.6666,23.7816,42.0267,6447.12,11753,1060
720000,720022,-100.3855,20.5115,9.9103,1020.0204,8.1459,12.1464,51.604,1786.02,42,435
730000,730013,-97.0417,10.5918,4.0834,715.0982,2.189,5.6994,56.4228,574.79,0,3
740000,740011,-98.1158,12.9142,5.5198,717.316,4.0443,7.6639,60.5244,523.94,14,350
750000,750034,-101.512,17.8027,9.6318,1990.2773,9.174,12.8465,78.7036,774.05,0,14
590000,590021,-104.2969,6.2707,4.7959,1349.5695,2.6673,4.9548,51.5702,624.15,150,392
760000,760021,-105.2843,6.7371,4.2066,1865.0632,3.4272,5.2735,87.9112,9764.87,10275,655
770000,770021,-101.0958,15.6734,7.2032,1104.1973,5.2732,9.712,52.3572,1022.36,24868,5
780000,780022,-102.8111,21.4034,14.9547,654.234,14.7954,15.6438,49.833,3193.78,5061,258
170000,170031,-99.6333,60.5349,50.9377,77.6461,27.8448,52.1728,36.1587,2785.29,775,26
280000,280033,-99.1566,11.7514,5.6655,1294.6753,4.8815,8.6168,67.7005,1439.59,167552,305
790000,790034,-98.4451,26.5987,13.5542,1222.2716,16.8209,16.3481,69.4839,932.87,22518,881
800000,800023,-103.4736,19.41,12.0756,756.7279,7.3934,14.2469,50.5445,4838.15,4273,0
810000,810012,-95.0197,41.1145,25.0889,449.5365,32.738,26.2609,40.7955,6659.11,361916,0
820000,820031,-104.2492,17.5712,13.2791,1792.3402,12.0621,13.8316,65.2901,4068.55,396,411
830000,830012,-101.0776,35.0644,27.4739,451.9868,21.177,28.8257,51.897,4913.97,1434,448
840000,840033,-106.08,4.3094,3.291,1546.4049,1.6789,3.8405,71.3681,1583.25,3593,864
790000,790022,-98.4291,30.1487,13.8394,1110.8479,8.3769,17.4653,61.1545,1053.02,22518,881
850000,850023,-103.646,7.9624,3.6335,1429.622,2.5157,4.746,65.4347,1323.83,7198,14529
860000,860023,-101.2424,30.832,18.3245,554.3028,12.2419,21.3152,45.0421,1283.95,108,1452
340000,340022,-103.5854,5.28,2.1922,1467.7288,1.6611,3.2002,47.7931,543.46,52,1101
870000,870023,-102.4454,26.5412,11.6078,893.6921,7.9852,16.5105,66.0483,416.23,14275,4
300000,300022,-103.9414,8.6649,3.0538,1060.1892,1.9097,6.0607,60.0575,6062.49,1550,462
880000,880022,-101.687,12.3486,6.0466,1095.7814,3.3576,8.4215,54.3274,1268.23,405,9
890000,890023,-103.5057,23.6339,15.8952,1985.7771,13.1577,17.1386,74.9752,1417.11,98,16
900000,900011,-100.2764,27.7374,14.7356,826.6515,4.5281,20.0361,67.7876,5538.89,358,2
910000,910021,-98.8852,24.5423,14.965,830.2474,13.4736,16.7399,49.213,514.84,214,504
920000,920021,-102.55,3.5361,1.4439,1110.4201,1.2007,2.3532,60.8188,1754.05,197163,2
930000,930011,-100.5532,26.9124,17.4408,554.8881,8.0144,21.46,68.564,10682.6,2095,0
940000,940011,-98.1076,16.139,7.2209,857.9701,3.7138,9.7303,50.8556,1229.21,651,6
610000,610033,-99.3938,12.2639,8.4266,2145.0009,8.9676,9.2381,70.6279,526.49,83,18
950000,950013,-96.6173,17.5452,8.5223,1204.5658,4.1887,10.3134,59.312,361.39,176,558
960000,960023,-100.8861,25.4909,12.6409,1231.2126,10.849,16.3434,63.7288,1119.31,4004,10
970000,970013,-104.5488,14.6312,9.6683,440.7112,4.6927,11.8159,56.6996,6593.3,540474,1554
980000,980022,-105.4778,5.1498,2.1387,1517.0431,1.4496,3.1692,61.2385,1061.69,268219,0
990000,990032,-101.4463,22.9643,14.5064,1306.3477,12.4115,10.5237,72.4583,1029.22,2648,1733
1000000,1000022,-98.0089,32.3246,18.5297,1398.0236,15.5239,23.5859,64.1866,564.83,111,821
1010000,1010033,-101.6104,14.6343,7.2803,1701.9884,4.7025,10.2624,73.1129,1660.93,208,12
1020000,1020033,-102.4308,26.6103,13.0543,785.3353,9.8287,16.4519,49.1884,2145.64,278186,539
1030000,1030021,-103.7982,11.7904,7.3308,1988.1623,5.5928,8.4556,71.8748,502.64,0,1
1040000,1040012,-102.8136,27.8798,20.6739,421.5818,12.9576,22.3265,47.2027,5208.38,96353,2053
1050000,1050011,-95.0996,24.2743,8.8216,867.5202,4.1455,11.3347,56.1569,2860.49,381,394
1060000,1060022,-101.5824,15.4906,7.4436,1244.947,4.9239,11.2236,64.0501,1251.94,755,4
1070000,1070011,-91.3637,52.152,24.3929,258.4109,18.4636,30.8545,40.4218,1144.32,179,474
10000,10013,-96.2732,26.6487,11.6971,723.6133,9.7298,19.5821,48.8271,5587.08,3874,1019
1080000,1080032,-106.6298,3.5513,2.7529,1874.6094,2.7115,3.2321,82.1301,2843,0,1072
220000,220022,-104.0544,17.6888,12.7988,916.5096,10.3436,10.3109,73.2704,7392.2,9105840,1322
1090000,1090021,-104.6489,12.4039,4.7057,681.3751,3.5991,9.322,56.9507,2200.8,12190674,9
950000,950012,-96.056,23.4709,9.9158,711.7275,6.3664,13.0978,54.7813,693.61,176,558
160000,160023,-106.0444,6.4478,5.5077,1335.6375,4.5033,5.6462,59.5101,1312.48,1232995,57928
1100000,1100013,-94.4517,38.1753,14.4719,522.2741,9.9348,20.9543,49.5839,1873.61,69,529
1110000,1110011,-100.1495,10.5597,4.7584,1381.7032,2.5568,5.9552,68.0281,328.51,2953,1548
1120000,1120013,-100.1628,8.047,4.1706,2441.6319,2.6667,6.1782,89.4982,354.03,16341,2289
1130000,1130032,-101.9735,25.2419,18.5507,636.1453,18.3027,20.4663,72.7749,2437.33,28035101,20994
40000,40011,-98.011,31.7829,12.9835,627.6546,7.76,17.5532,51.3174,2558.09,264,117
420000,420012,-99.5345,9.4496,5.2814,976.5921,1.9154,6.6372,56.5104,1025.34,6113,614
560000,560031,-99.6352,38.5515,28.0549,285.4646,26.0915,29.2343,53.7775,4126.89,51584448,105
1140000,1140021,-103.3823,4.4627,2.1115,1079.1537,1.7211,3.0032,48.4336,2436.26,249,193
890000,890013,-100.9666,31.7467,19.1511,691.2928,10.5814,20.9693,73.1969,2119.34,98,16
970000,970021,-105.9406,10.6311,8.6944,1121.1639,6.0435,9.6023,55.2296,4354.06,540474,1554
1150000,1150011,-106.06,2.4218,1.0309,1505.0418,0.639,1.6289,61.6529,1623.12,2847,4
1010000,1010022,-103.5034,8.9656,3.9267,2056.7143,2.8488,5.4645,84.8063,413.08,208,12
1160000,1160021,-98.2727,13.7389,5.5936,1367.0946,3.0564,8.7054,58.4923,1218.05,194,32
1170000,1170011,-98.2755,9.2595,4.5632,1063.2236,2.902,5.8125,63.1088,364.64,0,269
1180000,1180031,-98.7221,43.8942,23.8352,237.4598,11.3687,27.5662,37.0318,3213.58,435,1582
1190000,1190022,-103.3711,8.1802,4.8942,1429.7435,4.0944,5.5058,60.1088,287.43,225,16
160000,160031,-105.7046,9.3204,7.9861,1210.0171,3.1638,8.0753,53.0773,5102.69,1232995,57928
1200000,1200012,-98.7693,42.1618,28.0872,449.9787,19.7472,31.2578,55.1614,9893.28,38870,7529
1210000,1210013,-96.5338,24.0049,11.8511,936.5856,5.981,16.0717,60.0646,588.02,313211,10163
880000,880021,-102.5013,13.0374,8.2926,1754.7819,5.8789,9.7563,68.9869,228.35,405,9
1220000,1220012,-95.0419,18.5758,8.3741,519.3059,5.1367,11.2263,50.2784,1985.77,209,0
1230000,1230021,-102.4517,22.5766,11.3122,1710.9392,6.4474,14.8989,73.5868,821.94,26970,0
1240000,1240012,-92.2148,51.4219,26.1666,101.463,11.8795,31.181,39.2653,602.42,0,604
1250000,1250012,-98.6962,16.1983,7.68,1374.2525,3.1778,10.5702,59.8559,845.18,93,3905
1000000,1000011,-94.3289,43.813,22.4478,248.1947,14.3736,27.3561,46.9187,749.02,111,821
910000,910032,-102.4474,11.8219,7.1568,1585.2649,5.4516,8.0037,70.0822,511.55,214,504
360000,360012,-96.0719,23.1506,7.5884,807.3536,5.0274,12.7282,52.9288,919.57,0,706
470000,470011,-93.811,10.5928,3.983,1005.0444,3.0877,6.179,47.9245,442.58,645,19
1260000,1260031,-105.5835,0.8291,0.4505,2011.9912,0.2497,0.6534,77.2435,633.11,6057,0
1270000,1270013,-98.9759,10.8639,4.1241,1519.9129,2.1672,6.2074,78.5472,703.72,107,6
820000,820013,-104.4393,8.9956,3.7892,801.5667,1.8245,5.3912,50.0386,2231.11,396,411
1280000,1280024,-98.1112,30.9566,16.3192,488.1175,11.8722,20.8778,54.1842,1472.35,396,652
1290000,1290011,-99.5325,34.4028,22.3853,336.4847,16.0495,28.4499,53.02,11458.6,3844,0
610000,610012,-97.2268,17.2991,8.7937,1135.8596,5.0339,11.1599,69.5562,750.21,83,18
760000,760022,-104.3232,8.0429,5.2193,1641.3343,5.6414,6.2446,84.9118,5018.55,10275,655
1300000,1300016,-98.9787,8.8449,2.9389,1809.8521,1.8984,4.7458,67.5281,469.05,68,168
1030000,1030033,-101.1418,12.4798,5.0404,1599.892,2.1877,6.7202,55.8613,567.1,0,1
510000,510032,-92.0711,14.4366,9.2249,1423.1098,5.0377,8.1037,56.7144,2229.74,6077,3
1310000,1310033,-99.1122,41.1338,24.4917,570.9257,15.8827,30.2094,54.5513,918.85,142982,16
1320000,1320013,-102.279,31.0113,21.3614,329.199,15.3942,25.5545,36.166,12597.7,68647,2232
1330000,1330012,-99.3795,25.1031,12.8358,786.8245,7.3847,16.6323,58.4123,730.01,482,0
430000,430022,-100.167,23.3334,13.2649,1232.2551,7.9407,17.2582,61.9172,777.91,687989,1660
1340000,1340012,-97.2927,54.6983,27.3312,230.2375,13.7049,15.3996,54.5108,3525.14,1734,852
1350000,1350022,-104.7586,8.5719,4.0037,1367.7946,2.5698,5.7199,67.2036,384.64,0,353
560000,560012,-92.0001,60.1824,33.9855,92.8387,19.6097,43.7865,45.6679,3160.18,51584448,105
1360000,1360021,-101.894,21.3854,13.3797,660.0176,10.5877,15.1277,45.0328,612.55,200,510
1370000,1370011,-100.6795,16.4601,6.5235,402.2042,3.0508,11.8175,51.7874,8417.35,21496642,16
1380000,1380023,-101.6486,24.182,14.3053,665.4292,10.5059,16.4974,61.188,917.35,6700193,43053
1390000,1390012,-104.942,11.1695,7.6428,1069.3182,4.297,8.4096,92.6739,3631.62,798,360
1400000,1400011,-100.5541,12.5118,8.4916,1616.2416,4.993,8.9369,81.4439,319.63,9317,11
1410000,1410032,-98.3148,19.3868,10.8504,1084.6928,12.4234,13.6311,48.4394,4901.56,250,367
1420000,1420012,-103.607,13.1976,10.6938,787.8798,7.963,10.7638,65.1937,7506.38,1513,48
1430000,1430022,-103.8163,9.8212,4.9843,1612.2065,4.6012,6.5534,84.5421,434.32,609,1
1440000,1440023,-103.7248,3.6786,1.4303,568.0219,0.8464,2.3597,47.3773,3270.05,555,319
1450000,1450011,-100.5146,24.2758,17.1458,618.1775,11.6238,19.1065,53.2171,2399.41,1790,8670
1460000,1460033,-104.7325,7.9144,4.9785,1279.9381,4.3422,6.9421,76.6991,1450.41,2977242,1710
680000,680021,-100.4004,41.334,23.9948,615.3752,16.7092,28.5899,63.0157,609.04,733611,8
420000,420011,-98.1761,19.1242,8.8033,1227.9224,6.3885,11.1213,65.4677,593.55,6113,614
1470000,1470011,-96.8471,31.9155,15.2878,294.123,5.8623,23.1963,42.9243,20682.8,1514,0
330000,330013,-103.456,9.7234,4.235,1257.6639,2.6623,7.2609,79.9528,19192.7,0,3
1480000,1480011,-98.424,8.8701,2.5819,785.3597,2.2783,6.3673,53.0173,1294.12,9019877,799
900000,900023,-100.0565,34.0714,24.0899,516.6773,11.3534,28.8266,40.5926,5299.13,358,2
1490000,1490011,-94.5209,20.1367,7.9286,860.4943,4.9222,11.1543,61.4526,653.69,929,336
1500000,1500021,-102.9913,9.3046,5.5493,1466.6006,5.0304,6.4935,58.1124,1493.89,7106,5
70000,70023,-102.7672,10.1056,3.5895,873.2942,1.9735,7.6677,52.1489,908.16,191684,8
1510000,1510026,-104.3682,5.9069,2.5942,977.2146,1.1419,4.3454,59.2829,7509.26,5364,7
750000,750022,-101.7855,12.4491,5.7994,1814.8186,3.0121,8.608,71.7444,351.75,0,14
1520000,1520021,-97.8607,22.2204,13.0497,1099.9464,10.2762,16.0786,60.7015,1459.56,0,319
740000,740032,-99.8573,9.6851,5.8336,1647.9158,4.6351,6.8578,63.5097,307.22,14,350
620000,620033,-102.0386,5.3048,4.07,1713.2652,3.2832,4.2564,88.6219,611.91,301,26
850000,850011,-99.5831,6.207,2.5875,1716.2982,1.7738,3.5823,77.4456,289.17,7198,14529
40000,40031,-103.271,12.245,5.9475,1495.4651,4.0456,8.1494,59.6637,1840.62,264,117
1530000,1530011,-98.5748,25.2398,7.8914,742.3282,3.1314,8.3955,60.7579,663.81,1179343,352
1540000,1540023,-100.4357,20.7876,12.2129,1748.5239,7.8222,14.0776,63.1538,731.73,8475,581
1550000,1550013,-104.1507,20.1351,15.1918,701.9217,16.1629,16.6997,57.2876,12194.7,670,1142
610000,610021,-102.3332,8.8796,4.3163,1315.6794,3.4901,5.6816,67.8672,555.94,83,18
1560000,1560012,-99.6896,20.0083,8.4691,1633.6166,5.7976,11.5817,86.0113,802.38,0,0
1570000,1570011,-95.6726,10.0614,6.4973,1058.5269,3.8163,7.1116,45.3372,204.13,137,116
350000,350031,-102.0391,13.7307,6.6217,1553.067,5.3265,9.8581,67.4991,337.77,233,14
1580000,1580021,-105.0834,9.3449,4.8321,1664.6721,2.5171,6.6303,65.9359,1016.22,73886,0
1590000,1590013,-95.9542,15.7707,7.4441,695.6748,4.2204,9.3263,55.1483,688.07,5,240
1600000,1600013,-100.5902,10.7383,4.4635,1036.5167,2.9423,6.8436,66.0633,4133.02,514,167
1610000,1610032,-105.9187,10.3365,7.9955,1215.5223,2.409,8.0455,67.0229,10201,3820494,1138
1620000,1620022,-102.5941,8.8213,3.5108,1503.1594,3.3956,4.9496,68.1371,416.35,125,42
20000,20011,-100.8331,17.9115,9.825,773.4332,3.4286,13.4957,64.8873,3463.03,467,643
670000,670021,-105.9281,3.6513,2.1114,1306.5849,1.3516,2.4815,69.5408,4552.62,417,179
1630000,1630012,-99.5335,56.0323,25.4849,91.0143,24.8322,35.488,32.8469,8009.39,135487,1954
1640000,1640012,-104.7689,8.5949,4.9017,2322.1165,3.3535,6.5327,80.895,3094.45,95979,1121
1650000,1650021,-106.1952,5.8281,2.7228,2390.4026,1.8024,4.1367,75.6517,384.17,7675,2085
410000,410021,-101.2742,11.1184,5.0112,829.757,2.8596,7.7699,50.2829,2879.28,1961,481
1660000,1660021,-104.4773,6.0415,2.8961,1690.3689,2.1749,3.8936,65.6112,378.06,195,609
1670000,1670012,-96.148,30.745,15.8704,580.4472,9.3602,20.3842,51.3774,1452.95,276,183
1040000,1040032,-106.0054,9.1569,7.527,1425.928,5.4959,7.681,69.9726,3604.53,96353,2053
1530000,1530021,-103.3035,16.5807,7.626,899.4809,3.8934,6.9026,50.5165,794.24,1179343,352
1680000,1680031,-102.3252,18.9123,8.5198,1365.6325,8.4481,10.8039,65.3814,361.85,6,6
1690000,1690033,-98.7836,15.2392,8.8774,1502.8882,7.5118,10.7302,60.0131,790.7,46623,12301
950000,950023,-100.0123,9.9679,5.9952,2013.5532,4.183,6.9589,72.0674,286.42,176,558
1700000,1700021,-101.8384,17.0734,9.7491,1235.8349,7.4104,11.8684,54.6997,1364.4,476420,16
20000,20013,-101.873,18.6022,10.6082,594.0593,6.2074,13.4403,48.2589,8116.07,467,643
1540000,1540012,-100.4927,12.945,6.5871,1404.7961,4.4582,7.8818,64.4032,483.15,8475,581
1710000,1710012,-92.1342,82.6294,44.1375,23.9528,22.5153,47.6457,36.3239,745.88,1764,1044
1720000,1720011,-100.3359,25.279,19.2278,830.6087,17.521,19.7337,55.5691,3900.27,4064,48
740000,740021,-100.7916,26.8069,14.2348,257.6057,9.4082,17.7451,41.2279,583.5,14,350
1730000,1730011,-96.3162,28.9986,13.4476,822.6359,8.9366,15.8356,53.7111,836,330,15
1740000,1740013,-97.6838,26.3868,9.5921,947.6602,5.7879,15.8049,57.7609,537,42293,2
1750000,1750021,-106.4731,7.4617,5.2482,1748.5632,3.5513,5.8275,50.6096,3218.86,114333,171
310000,310013,-96.7412,44.3145,25.9216,194.2269,14.4803,32.0646,47.748,1310.73,819823,863
1760000,1760023,-104.937,10.7621,7.9456,392.7611,6.997,9.065,52.8399,2919.32,53164346,8707
170000,170021,-99.3676,61.8983,49.562,77.5301,19.5371,50.7174,35.5635,2422.96,775,26
220000,220011,-99.1734,39.1413,22.5726,217.8466,6.8254,21.5594,52.7387,4545.07,9105840,1322
20000,20024,-106.4451,5.3858,3.5389,2090.7689,2.6177,3.9248,78.0673,3091.06,467,643
1770000,1770021,-101.2294,30.2401,16.6303,110.3134,9.1382,18.7419,42.0801,1961.34,207674,6
1780000,1780012,-100.4863,6.8095,2.2573,883.3713,1.0521,4.597,49.9209,4242.98,35481,5937
1790000,1790031,-101.7988,12.0458,7.5179,1756.4019,6.1941,8.4969,66.7655,505.94,147,276
1650000,1650033,-104.855,9.1676,5.7941,2255.1112,3.0654,6.642,79.5265,468.9,7675,2085
900000,900031,-104.2507,16.9842,12.7167,1951.3574,13.4292,13.3987,62.0634,3583.04,358,2
550000,550021,-102.6802,8.7344,4.5244,1466.7014,3.0133,6.1318,68.3833,273.73,6,140
1800000,1800012,-101.5687,15.3037,8.7433,1440.299,4.5139,10.8718,93.5866,375.45,142683,2226
1570000,1570012,-97.6687,9.3364,5.6047,1641.8592,3.9256,6.2009,77.6213,294.11,137,116
1810000,1810013,-102.2516,15.9742,7.508,976.7407,4.3089,9.8678,68.1489,1165.73,4238,238
1020000,1020022,-103.0407,14.2515,7.5433,1602.2104,6.3171,11.4133,70.3673,954.81,278186,539
1180000,1180022,-99.5782,34.5049,21.2466,704.6522,13.0869,25.0899,54.713,621.69,435,1582
1820000,1820023,-102.6437,24.7395,14.4934,1451.3756,10.1308,17.0703,53.4679,4708.52,7799,6
1830000,1830013,-97.8664,39.2182,17.6067,265.3456,5.923,23.417,58.5299,2881.26,2444,72705
1500000,1500032,-101.7031,9.9655,6.5384,1227.9904,9.557,7.0558,51.1935,1619.04,7106,5
1840000,1840031,-99.1582,21.6455,11.2357,1233.5608,7.3067,14.5697,57.4232,1611.22,1003,3
710000,710013,-96.7159,30.9938,18.3734,342.852,8.9508,22.1356,51.4395,12193.5,11753,1060
1850000,1850013,-98.5636,57.0002,36.5657,130.136,29.0287,40.7908,38.204,18262.3,24401,8562
1860000,1860021,-102.2257,4.8662,3.1786,2541.6324,3.2318,3.6904,81.6496,828.61,1570530,3598
